date,line_id,brand,model_name,inspector_id,defect_type,severity,action,detection_point,inspection_time_seconds,photo_taken
2026-02-19,L4,Crocs,LiteRide Insole Unit,INS_02,ljepilo vidljivo,major,rework,inline,47,True
2025-05-22,L1,Nike,ZoomX Carbon Plate Insert,INS_10,ljepilo vidljivo,minor,pass,final,42,True
2025-09-05,L8,Crocs,Bayaband Slide Upper,INS_10,ljepilo vidljivo,major,rework,final,50,True
2025-03-03,L5,Decathlon,Quechua Hiking Upper,INS_07,logo pozicija,minor,pass,customer_return,59,True
2025-03-24,L1,Nike,Vaporfly Engineered Mesh,INS_13,ljepilo vidljivo,major,pass,inline,48,False
2025-09-24,L3,Nike,ZoomX Carbon Plate Insert,INS_12,3D knit greška,minor,pass,incoming,39,False
2025-09-22,L8,Decathlon,Kalenji Trail Sole Unit,INS_01,šav neravnomjeran,minor,pass,inline,56,True
2025-05-16,L7,Decathlon,Kalenji Trail Sole Unit,INS_07,logo pozicija,minor,rework,customer_return,25,True
2025-03-12,L4,Crocs,Classic Clog Strap Assembly,INS_10,šav neravnomjeran,major,pass,inline,69,False
2025-05-22,L8,Nike,Vaporfly Engineered Mesh,INS_11,ljepilo vidljivo,minor,pass,final,44,False
2026-02-18,L5,Crocs,Classic Clog Strap Assembly,INS_05,đon delaminacija,minor,pass,final,61,False
2025-03-21,L4,Crocs,Classic Clog Strap Assembly,INS_15,boja odstupa,minor,pass,inline,48,True
2025-07-28,L1,Nike,ZoomX Carbon Plate Insert,INS_09,logo pozicija,major,rework,inline,48,False
2025-10-02,L2,Nike,Air Max Flyknit Upper,INS_02,dimenzija van tolerancije,major,rework,final,53,False
2025-04-07,L2,Nike,ZoomX Carbon Plate Insert,INS_01,3D knit greška,major,rework,final,43,True
2026-01-05,L2,Nike,Air Max Flyknit Upper,INS_09,boja odstupa,minor,rework,customer_return,36,False
2025-06-13,L6,Crocs,LiteRide Insole Unit,INS_05,logo pozicija,minor,pass,final,38,True
2025-11-25,L8,Crocs,LiteRide Insole Unit,INS_07,dimenzija van tolerancije,major,rework,final,43,True
2026-01-20,L5,Crocs,Classic Clog Strap Assembly,INS_05,ljepilo vidljivo,major,rework,final,53,False
2026-01-28,L2,Nike,Vaporfly Engineered Mesh,INS_13,boja odstupa,major,rework,inline,40,False
2025-05-05,L6,Decathlon,Quechua Hiking Upper,INS_15,ljepilo vidljivo,minor,pass,final,61,False
2025-09-23,L4,Crocs,Bayaband Slide Upper,INS_05,đon delaminacija,critical,scrap,customer_return,31,False
2025-05-13,L3,Nike,Pegasus 3D Knit Collar,INS_11,šav neravnomjeran,major,rework,final,50,True
2025-10-02,L3,Nike,Vaporfly Engineered Mesh,INS_05,ljepilo vidljivo,minor,pass,inline,49,True
2025-12-18,L3,Nike,ZoomX Carbon Plate Insert,INS_04,3D knit greška,minor,pass,final,51,True
2025-09-10,L1,Nike,Vaporfly Engineered Mesh,INS_13,šav neravnomjeran,major,scrap,final,54,True
2025-05-30,L1,Nike,Dunk Low Textile Upper,INS_15,3D knit greška,minor,pass,final,42,False
2025-04-03,L3,Nike,Air Max Flyknit Upper,INS_03,boja odstupa,major,rework,inline,46,True
2025-05-07,L4,Decathlon,Quechua Hiking Upper,INS_01,boja odstupa,minor,scrap,final,19,False
2025-06-30,L4,Crocs,LiteRide Insole Unit,INS_14,ljepilo vidljivo,minor,pass,final,27,False
2025-06-27,L3,Nike,Dunk Low Textile Upper,INS_10,3D knit greška,minor,pass,inline,43,True
2025-06-16,L3,Nike,ZoomX Carbon Plate Insert,INS_03,dimenzija van tolerancije,critical,scrap,final,46,False
2025-11-24,L6,Decathlon,Kiprun Carbon Plate,INS_07,šav neravnomjeran,minor,pass,inline,33,False
2025-09-05,L1,Nike,Vaporfly Engineered Mesh,INS_02,ljepilo vidljivo,minor,pass,final,31,True
2025-11-27,L7,Decathlon,Kiprun Carbon Plate,INS_03,dimenzija van tolerancije,minor,pass,inline,43,True
2025-09-03,L1,Nike,ZoomX Carbon Plate Insert,INS_06,3D knit greška,major,rework,final,52,False
2026-02-03,L2,Crocs,Classic Clog Strap Assembly,INS_09,boja odstupa,minor,pass,inline,26,False
2025-04-01,L1,Nike,Air Max Flyknit Upper,INS_15,šav neravnomjeran,major,rework,final,33,True
2025-09-10,L5,Decathlon,Kiprun Carbon Plate,INS_14,šav neravnomjeran,major,rework,final,50,True
2025-10-28,L2,Nike,Pegasus 3D Knit Collar,INS_09,materijal oštećen,minor,pass,inline,52,False
2026-01-08,L7,Nike,Air Max Flyknit Upper,INS_03,3D knit greška,major,scrap,final,61,True
2025-03-06,L1,Crocs,LiteRide Insole Unit,INS_07,ljepilo vidljivo,major,rework,final,52,True
2025-06-16,L3,Nike,ZoomX Carbon Plate Insert,INS_09,dimenzija van tolerancije,minor,rework,inline,49,False
2025-07-31,L3,Nike,Dunk Low Textile Upper,INS_14,ljepilo vidljivo,major,rework,final,52,True
2025-03-12,L7,Decathlon,Kiprun Carbon Plate,INS_01,materijal oštećen,major,rework,inline,35,False
2025-11-07,L1,Nike,Dunk Low Textile Upper,INS_15,dimenzija van tolerancije,minor,pass,final,37,True
2025-05-22,L1,Nike,Dunk Low Textile Upper,INS_04,materijal oštećen,major,rework,incoming,54,True
2025-12-26,L4,Crocs,Bayaband Slide Upper,INS_06,boja odstupa,major,scrap,customer_return,39,True
2025-12-23,L2,Nike,Air Max Flyknit Upper,INS_02,3D knit greška,major,rework,inline,71,True
2025-07-23,L6,Decathlon,Quechua Hiking Upper,INS_08,3D knit greška,major,rework,final,42,True
2025-04-23,L8,Nike,Air Max Flyknit Upper,INS_08,đon delaminacija,minor,pass,inline,53,False
2025-05-01,L7,Decathlon,Kalenji Trail Sole Unit,INS_10,ljepilo vidljivo,major,rework,final,35,True
2026-02-17,L1,Nike,Pegasus 3D Knit Collar,INS_13,3D knit greška,minor,pass,customer_return,34,True
2025-11-21,L3,Nike,ZoomX Carbon Plate Insert,INS_09,ljepilo vidljivo,minor,pass,incoming,26,True
2026-02-17,L4,Crocs,LiteRide Insole Unit,INS_02,šav neravnomjeran,minor,pass,inline,44,True
2025-04-07,L6,Decathlon,Kiprun Carbon Plate,INS_13,logo pozicija,major,scrap,inline,52,True
2025-06-11,L6,Decathlon,Quechua Hiking Upper,INS_05,ljepilo vidljivo,critical,scrap,inline,44,False
2026-01-02,L8,Crocs,Bayaband Slide Upper,INS_07,materijal oštećen,major,scrap,inline,53,False
2025-08-06,L3,Crocs,LiteRide Insole Unit,INS_06,materijal oštećen,minor,pass,inline,63,True
2025-05-07,L5,Crocs,LiteRide Insole Unit,INS_11,ljepilo vidljivo,major,rework,final,43,True
2025-05-08,L1,Nike,Dunk Low Textile Upper,INS_09,ljepilo vidljivo,minor,pass,inline,39,False
2025-11-24,L6,Decathlon,Kalenji Trail Sole Unit,INS_15,ljepilo vidljivo,critical,scrap,final,33,True
2026-02-10,L1,Nike,Vaporfly Engineered Mesh,INS_15,logo pozicija,major,rework,final,70,True
2025-04-21,L1,Nike,Air Max Flyknit Upper,INS_05,logo pozicija,minor,rework,incoming,36,True
2025-09-09,L7,Decathlon,Quechua Hiking Upper,INS_15,đon delaminacija,major,rework,inline,44,True
2025-09-19,L5,Nike,Pegasus 3D Knit Collar,INS_05,logo pozicija,minor,pass,inline,43,False
2025-09-09,L6,Nike,ZoomX Carbon Plate Insert,INS_10,šav neravnomjeran,major,pass,final,48,False
2025-10-21,L8,Crocs,Classic Clog Strap Assembly,INS_13,đon delaminacija,critical,scrap,inline,40,True
2025-11-12,L8,Decathlon,Quechua Hiking Upper,INS_15,šav neravnomjeran,critical,scrap,final,55,False
2026-02-20,L1,Nike,Dunk Low Textile Upper,INS_12,logo pozicija,minor,pass,final,56,True
2025-03-25,L2,Nike,Pegasus 3D Knit Collar,INS_13,logo pozicija,major,rework,final,38,True
2025-07-31,L8,Nike,Vaporfly Engineered Mesh,INS_12,šav neravnomjeran,major,rework,final,38,True
2025-11-10,L2,Nike,Dunk Low Textile Upper,INS_02,šav neravnomjeran,major,rework,final,54,False
2026-02-20,L2,Nike,Air Max Flyknit Upper,INS_12,šav neravnomjeran,minor,pass,inline,27,True
2025-05-28,L4,Crocs,Classic Clog Strap Assembly,INS_08,šav neravnomjeran,major,rework,final,65,True
2026-02-05,L8,Crocs,Bayaband Slide Upper,INS_14,dimenzija van tolerancije,major,rework,final,42,True
2025-05-28,L2,Nike,Vaporfly Engineered Mesh,INS_07,boja odstupa,minor,pass,incoming,40,False
2025-03-10,L2,Nike,Vaporfly Engineered Mesh,INS_03,boja odstupa,major,scrap,inline,46,False
2025-05-16,L4,Crocs,Classic Clog Strap Assembly,INS_14,3D knit greška,minor,pass,inline,48,True
2025-07-29,L1,Nike,ZoomX Carbon Plate Insert,INS_04,logo pozicija,major,pass,final,40,True
2025-04-02,L2,Nike,Vaporfly Engineered Mesh,INS_09,ljepilo vidljivo,minor,pass,inline,43,True
2025-05-16,L5,Crocs,Classic Clog Strap Assembly,INS_10,đon delaminacija,critical,scrap,incoming,49,False
2025-12-17,L2,Nike,Pegasus 3D Knit Collar,INS_10,šav neravnomjeran,major,rework,incoming,18,False
2025-06-17,L1,Nike,Vaporfly Engineered Mesh,INS_09,boja odstupa,major,scrap,inline,45,True
2025-12-31,L3,Nike,Air Max Flyknit Upper,INS_06,materijal oštećen,critical,scrap,inline,21,True
2025-03-14,L4,Crocs,Classic Clog Strap Assembly,INS_01,boja odstupa,minor,pass,inline,36,True
2025-11-25,L4,Crocs,LiteRide Insole Unit,INS_15,dimenzija van tolerancije,major,rework,inline,39,True
2025-04-01,L1,Nike,Air Max Flyknit Upper,INS_11,šav neravnomjeran,minor,pass,inline,48,False
2025-05-20,L3,Nike,Pegasus 3D Knit Collar,INS_09,ljepilo vidljivo,minor,pass,incoming,33,False
2025-03-21,L1,Nike,Pegasus 3D Knit Collar,INS_12,ljepilo vidljivo,major,scrap,customer_return,34,False
2025-10-23,L4,Crocs,Bayaband Slide Upper,INS_09,logo pozicija,critical,scrap,final,28,False
2025-05-09,L6,Decathlon,Quechua Hiking Upper,INS_13,logo pozicija,minor,pass,inline,32,False
2025-07-15,L2,Nike,Pegasus 3D Knit Collar,INS_10,boja odstupa,minor,pass,inline,34,False
2025-05-12,L2,Nike,Air Max Flyknit Upper,INS_13,boja odstupa,minor,pass,inline,43,False
2026-02-12,L8,Crocs,LiteRide Insole Unit,INS_15,šav neravnomjeran,minor,rework,final,57,True
2025-06-06,L2,Nike,Vaporfly Engineered Mesh,INS_05,šav neravnomjeran,minor,pass,final,57,True
2025-05-06,L3,Nike,Vaporfly Engineered Mesh,INS_01,šav neravnomjeran,critical,rework,inline,28,False
2026-01-28,L4,Crocs,LiteRide Insole Unit,INS_06,đon delaminacija,major,rework,final,20,True
2025-10-24,L1,Nike,Dunk Low Textile Upper,INS_09,3D knit greška,critical,scrap,final,31,True
2025-12-03,L6,Decathlon,Quechua Hiking Upper,INS_05,ljepilo vidljivo,minor,pass,final,52,True
2025-11-21,L5,Decathlon,Quechua Hiking Upper,INS_13,ljepilo vidljivo,major,rework,final,63,False
2025-06-20,L6,Decathlon,Kalenji Trail Sole Unit,INS_07,materijal oštećen,major,rework,incoming,31,True
2025-06-12,L5,Decathlon,Quechua Hiking Upper,INS_11,ljepilo vidljivo,minor,rework,final,45,False
2025-10-02,L8,Crocs,LiteRide Insole Unit,INS_08,šav neravnomjeran,major,rework,incoming,40,False
2026-02-05,L1,Nike,ZoomX Carbon Plate Insert,INS_01,šav neravnomjeran,minor,pass,incoming,37,False
2025-09-26,L1,Nike,Dunk Low Textile Upper,INS_10,šav neravnomjeran,major,scrap,inline,48,False
2025-05-02,L1,Nike,Pegasus 3D Knit Collar,INS_05,materijal oštećen,critical,scrap,incoming,54,True
2025-06-13,L3,Nike,Dunk Low Textile Upper,INS_10,ljepilo vidljivo,major,rework,final,54,True
2025-05-06,L4,Crocs,Classic Clog Strap Assembly,INS_13,šav neravnomjeran,major,scrap,incoming,46,True
2025-06-02,L1,Nike,ZoomX Carbon Plate Insert,INS_13,šav neravnomjeran,major,scrap,inline,40,False
2025-12-30,L2,Crocs,Classic Clog Strap Assembly,INS_02,logo pozicija,minor,rework,incoming,31,True
2025-08-19,L1,Nike,Air Max Flyknit Upper,INS_04,ljepilo vidljivo,major,pass,incoming,48,True
2025-11-14,L3,Nike,ZoomX Carbon Plate Insert,INS_06,šav neravnomjeran,major,rework,final,35,True
2025-10-27,L6,Decathlon,Quechua Hiking Upper,INS_10,šav neravnomjeran,minor,pass,final,50,True
2025-06-10,L3,Nike,Pegasus 3D Knit Collar,INS_11,boja odstupa,minor,pass,incoming,27,True
2025-11-11,L8,Crocs,LiteRide Insole Unit,INS_07,ljepilo vidljivo,minor,pass,inline,42,True
2025-05-01,L1,Nike,Air Max Flyknit Upper,INS_08,šav neravnomjeran,major,scrap,final,49,True
2025-09-19,L8,Nike,Pegasus 3D Knit Collar,INS_08,dimenzija van tolerancije,critical,scrap,inline,23,True
2025-04-08,L7,Nike,Dunk Low Textile Upper,INS_02,boja odstupa,major,scrap,final,66,True
2025-11-18,L8,Nike,Dunk Low Textile Upper,INS_14,dimenzija van tolerancije,major,rework,inline,73,True
2025-11-21,L2,Nike,Pegasus 3D Knit Collar,INS_10,šav neravnomjeran,minor,rework,final,59,True
2025-09-10,L5,Crocs,Classic Clog Strap Assembly,INS_12,dimenzija van tolerancije,major,rework,final,18,True
2025-12-01,L3,Nike,Air Max Flyknit Upper,INS_13,boja odstupa,major,rework,final,49,True
2025-05-07,L4,Nike,ZoomX Carbon Plate Insert,INS_10,3D knit greška,minor,pass,final,37,True
2025-05-02,L6,Decathlon,Kiprun Carbon Plate,INS_13,materijal oštećen,critical,scrap,final,49,True
2025-09-19,L6,Nike,Air Max Flyknit Upper,INS_12,3D knit greška,major,rework,inline,65,True
2026-02-19,L5,Crocs,LiteRide Insole Unit,INS_13,ljepilo vidljivo,major,scrap,final,30,True
2025-07-23,L8,Nike,Air Max Flyknit Upper,INS_07,šav neravnomjeran,major,rework,customer_return,46,False
2025-10-09,L4,Crocs,Bayaband Slide Upper,INS_02,materijal oštećen,minor,pass,final,57,True
2025-10-02,L5,Crocs,LiteRide Insole Unit,INS_01,dimenzija van tolerancije,major,rework,inline,38,False
2025-06-16,L7,Decathlon,Kiprun Carbon Plate,INS_04,boja odstupa,minor,rework,final,23,False
2025-03-10,L5,Crocs,Classic Clog Strap Assembly,INS_06,šav neravnomjeran,minor,pass,final,36,False
2025-10-28,L5,Crocs,LiteRide Insole Unit,INS_08,3D knit greška,major,rework,inline,32,False
2025-11-12,L6,Decathlon,Quechua Hiking Upper,INS_01,ljepilo vidljivo,minor,pass,final,43,True
2025-04-18,L3,Nike,Pegasus 3D Knit Collar,INS_09,boja odstupa,major,rework,final,36,True
2025-06-13,L1,Nike,Dunk Low Textile Upper,INS_09,dimenzija van tolerancije,major,rework,inline,31,True
2025-06-12,L3,Crocs,LiteRide Insole Unit,INS_04,ljepilo vidljivo,minor,pass,final,64,True
2025-03-20,L2,Nike,ZoomX Carbon Plate Insert,INS_15,šav neravnomjeran,minor,rework,inline,58,True
2025-08-12,L3,Nike,Air Max Flyknit Upper,INS_01,šav neravnomjeran,critical,scrap,final,24,False
2025-09-01,L3,Nike,Air Max Flyknit Upper,INS_08,boja odstupa,minor,pass,final,51,True
2025-12-01,L1,Nike,Pegasus 3D Knit Collar,INS_09,logo pozicija,minor,pass,final,53,True
2025-04-11,L6,Crocs,LiteRide Insole Unit,INS_11,3D knit greška,critical,scrap,inline,57,True
2025-10-15,L7,Decathlon,Quechua Hiking Upper,INS_15,ljepilo vidljivo,minor,pass,final,51,False
2025-06-06,L3,Crocs,Classic Clog Strap Assembly,INS_03,šav neravnomjeran,minor,rework,final,36,True
2026-02-24,L4,Crocs,Classic Clog Strap Assembly,INS_10,đon delaminacija,critical,rework,final,46,True
2025-11-19,L2,Nike,Dunk Low Textile Upper,INS_10,ljepilo vidljivo,minor,pass,inline,49,False
2025-09-01,L1,Nike,Air Max Flyknit Upper,INS_13,dimenzija van tolerancije,major,rework,final,34,True
2025-09-29,L8,Decathlon,Kalenji Trail Sole Unit,INS_02,ljepilo vidljivo,minor,rework,inline,41,True
2026-01-14,L8,Decathlon,Kiprun Carbon Plate,INS_03,materijal oštećen,minor,pass,final,51,False
2026-02-16,L5,Crocs,Bayaband Slide Upper,INS_10,šav neravnomjeran,major,rework,final,33,True
2025-05-15,L8,Crocs,Classic Clog Strap Assembly,INS_04,đon delaminacija,critical,scrap,inline,44,True
2025-07-14,L5,Crocs,Bayaband Slide Upper,INS_09,3D knit greška,major,rework,inline,45,False
2025-06-11,L5,Crocs,LiteRide Insole Unit,INS_01,materijal oštećen,major,rework,inline,49,True
2025-10-31,L3,Nike,Dunk Low Textile Upper,INS_15,materijal oštećen,major,rework,final,21,False
2025-09-09,L6,Nike,ZoomX Carbon Plate Insert,INS_06,šav neravnomjeran,major,rework,inline,43,True
2025-11-20,L8,Nike,Air Max Flyknit Upper,INS_07,materijal oštećen,major,rework,final,36,False
2025-03-21,L1,Nike,Vaporfly Engineered Mesh,INS_14,ljepilo vidljivo,minor,pass,final,37,False
2025-10-20,L3,Nike,Dunk Low Textile Upper,INS_15,ljepilo vidljivo,minor,rework,incoming,28,True
2026-01-20,L3,Nike,Air Max Flyknit Upper,INS_04,ljepilo vidljivo,minor,pass,inline,55,False
2025-04-11,L4,Crocs,LiteRide Insole Unit,INS_07,šav neravnomjeran,major,rework,inline,44,False
2025-06-24,L7,Decathlon,Kalenji Trail Sole Unit,INS_03,3D knit greška,major,scrap,final,58,True
2025-05-02,L7,Decathlon,Kalenji Trail Sole Unit,INS_13,dimenzija van tolerancije,minor,pass,customer_return,19,False
2025-07-16,L2,Nike,Air Max Flyknit Upper,INS_03,đon delaminacija,major,scrap,inline,40,True
2025-04-09,L1,Nike,Dunk Low Textile Upper,INS_05,3D knit greška,critical,scrap,inline,58,True
2025-10-27,L1,Nike,ZoomX Carbon Plate Insert,INS_09,boja odstupa,minor,pass,inline,67,False
2025-06-10,L6,Decathlon,Kalenji Trail Sole Unit,INS_06,ljepilo vidljivo,minor,pass,inline,52,True
2025-08-20,L7,Decathlon,Kiprun Carbon Plate,INS_15,materijal oštećen,critical,scrap,inline,43,True
2025-03-06,L2,Nike,Air Max Flyknit Upper,INS_11,boja odstupa,major,rework,inline,52,False
2025-11-26,L4,Crocs,Classic Clog Strap Assembly,INS_15,šav neravnomjeran,major,scrap,inline,52,True
2025-06-17,L3,Nike,ZoomX Carbon Plate Insert,INS_07,materijal oštećen,major,rework,final,36,False
2025-03-14,L3,Decathlon,Kalenji Trail Sole Unit,INS_02,3D knit greška,major,scrap,final,33,True
2025-04-01,L6,Decathlon,Kalenji Trail Sole Unit,INS_07,ljepilo vidljivo,critical,scrap,final,62,True
2025-12-22,L6,Decathlon,Kalenji Trail Sole Unit,INS_15,boja odstupa,major,pass,inline,35,True
2025-10-23,L8,Nike,Vaporfly Engineered Mesh,INS_15,dimenzija van tolerancije,major,rework,inline,41,True
2025-12-01,L3,Nike,Dunk Low Textile Upper,INS_01,đon delaminacija,major,rework,final,37,True
2025-08-22,L1,Nike,Dunk Low Textile Upper,INS_03,logo pozicija,major,pass,inline,50,True
2025-11-18,L1,Nike,Air Max Flyknit Upper,INS_09,ljepilo vidljivo,major,scrap,final,87,True
2025-06-17,L5,Crocs,Bayaband Slide Upper,INS_08,materijal oštećen,minor,pass,inline,33,True
2025-11-06,L4,Crocs,Classic Clog Strap Assembly,INS_13,3D knit greška,minor,rework,final,52,True
2025-09-25,L8,Crocs,LiteRide Insole Unit,INS_15,ljepilo vidljivo,major,rework,inline,44,True
2025-10-20,L1,Nike,ZoomX Carbon Plate Insert,INS_13,šav neravnomjeran,major,rework,incoming,43,False
2025-09-04,L3,Nike,ZoomX Carbon Plate Insert,INS_08,dimenzija van tolerancije,major,rework,inline,38,True
2025-10-14,L3,Nike,Dunk Low Textile Upper,INS_06,šav neravnomjeran,minor,pass,inline,51,False
2026-02-17,L5,Crocs,Bayaband Slide Upper,INS_01,boja odstupa,major,pass,final,48,False
2026-01-16,L1,Nike,Air Max Flyknit Upper,INS_11,logo pozicija,minor,rework,inline,55,True
2025-09-24,L7,Decathlon,Kalenji Trail Sole Unit,INS_10,dimenzija van tolerancije,critical,scrap,inline,54,True
2025-05-29,L2,Nike,Vaporfly Engineered Mesh,INS_13,šav neravnomjeran,minor,pass,final,48,True
2026-02-13,L7,Decathlon,Kiprun Carbon Plate,INS_06,logo pozicija,minor,pass,customer_return,79,False
2025-07-03,L2,Nike,Pegasus 3D Knit Collar,INS_13,dimenzija van tolerancije,minor,scrap,inline,51,False
2025-10-09,L7,Nike,Air Max Flyknit Upper,INS_05,dimenzija van tolerancije,major,scrap,final,58,False
2025-09-19,L1,Nike,ZoomX Carbon Plate Insert,INS_08,ljepilo vidljivo,minor,pass,final,51,True
2025-07-22,L3,Nike,Vaporfly Engineered Mesh,INS_09,đon delaminacija,major,scrap,final,31,True
2025-10-10,L6,Decathlon,Kiprun Carbon Plate,INS_07,dimenzija van tolerancije,major,rework,inline,43,True
2025-08-13,L1,Nike,Dunk Low Textile Upper,INS_06,dimenzija van tolerancije,critical,scrap,inline,31,False
2026-02-20,L3,Nike,ZoomX Carbon Plate Insert,INS_06,3D knit greška,major,scrap,inline,36,False
2025-09-15,L7,Decathlon,Kalenji Trail Sole Unit,INS_03,materijal oštećen,major,rework,inline,10,False
2025-07-24,L8,Nike,Vaporfly Engineered Mesh,INS_06,materijal oštećen,major,pass,final,42,True
2025-03-03,L3,Nike,Pegasus 3D Knit Collar,INS_01,ljepilo vidljivo,minor,pass,final,39,True
2025-03-31,L1,Nike,Dunk Low Textile Upper,INS_13,3D knit greška,minor,pass,inline,67,False
2026-02-11,L4,Crocs,Classic Clog Strap Assembly,INS_01,dimenzija van tolerancije,minor,pass,inline,39,True
2025-10-17,L5,Decathlon,Kalenji Trail Sole Unit,INS_06,ljepilo vidljivo,major,rework,final,40,False
2025-12-26,L6,Decathlon,Kalenji Trail Sole Unit,INS_08,materijal oštećen,major,scrap,inline,44,False
2025-09-29,L4,Crocs,Bayaband Slide Upper,INS_15,3D knit greška,major,rework,final,39,False
2025-05-13,L2,Nike,Dunk Low Textile Upper,INS_12,ljepilo vidljivo,minor,pass,inline,50,True
2025-09-15,L5,Crocs,LiteRide Insole Unit,INS_02,dimenzija van tolerancije,minor,pass,final,48,False
2025-04-10,L5,Nike,Pegasus 3D Knit Collar,INS_07,materijal oštećen,major,scrap,inline,31,True
2025-12-19,L5,Crocs,Bayaband Slide Upper,INS_03,ljepilo vidljivo,minor,rework,final,64,True
2025-10-16,L1,Nike,Pegasus 3D Knit Collar,INS_07,dimenzija van tolerancije,major,rework,inline,25,True
2025-07-25,L2,Nike,Air Max Flyknit Upper,INS_12,đon delaminacija,critical,scrap,incoming,39,False
2025-11-18,L2,Nike,Pegasus 3D Knit Collar,INS_02,dimenzija van tolerancije,minor,pass,final,31,True
2025-04-21,L1,Nike,Pegasus 3D Knit Collar,INS_08,materijal oštećen,major,rework,final,40,True
2025-07-23,L1,Crocs,Bayaband Slide Upper,INS_11,logo pozicija,major,scrap,customer_return,60,True
2025-08-25,L3,Nike,Pegasus 3D Knit Collar,INS_05,dimenzija van tolerancije,minor,pass,inline,40,False
2025-03-04,L8,Nike,Dunk Low Textile Upper,INS_15,šav neravnomjeran,minor,pass,final,56,False
2026-01-27,L3,Nike,Pegasus 3D Knit Collar,INS_06,boja odstupa,major,scrap,final,52,False
2025-04-21,L5,Decathlon,Kiprun Carbon Plate,INS_07,ljepilo vidljivo,minor,pass,final,56,True
2025-09-09,L8,Nike,Dunk Low Textile Upper,INS_11,đon delaminacija,critical,scrap,final,38,False
2025-10-09,L8,Decathlon,Kiprun Carbon Plate,INS_05,dimenzija van tolerancije,critical,scrap,inline,30,True
2025-08-22,L3,Nike,ZoomX Carbon Plate Insert,INS_04,3D knit greška,major,rework,final,53,True
2025-11-14,L2,Nike,Dunk Low Textile Upper,INS_03,materijal oštećen,major,rework,final,64,True
2025-04-24,L2,Crocs,Bayaband Slide Upper,INS_13,boja odstupa,major,pass,incoming,55,False
2025-08-12,L8,Decathlon,Kiprun Carbon Plate,INS_01,šav neravnomjeran,major,rework,incoming,27,True
2025-10-15,L4,Crocs,Bayaband Slide Upper,INS_11,logo pozicija,minor,pass,inline,61,False
2025-10-09,L3,Nike,Pegasus 3D Knit Collar,INS_15,materijal oštećen,critical,scrap,final,62,True
2025-11-10,L2,Crocs,LiteRide Insole Unit,INS_04,šav neravnomjeran,major,rework,final,39,True
2025-07-04,L6,Nike,Vaporfly Engineered Mesh,INS_05,dimenzija van tolerancije,critical,scrap,incoming,45,True
2025-11-10,L1,Nike,ZoomX Carbon Plate Insert,INS_05,materijal oštećen,major,rework,final,53,False
2025-11-24,L1,Nike,Vaporfly Engineered Mesh,INS_01,dimenzija van tolerancije,major,rework,incoming,63,False
2025-10-07,L3,Nike,Vaporfly Engineered Mesh,INS_12,3D knit greška,major,scrap,final,25,False
2025-06-02,L4,Crocs,Bayaband Slide Upper,INS_03,ljepilo vidljivo,minor,pass,final,45,True
2025-12-26,L7,Nike,Pegasus 3D Knit Collar,INS_14,boja odstupa,minor,rework,final,38,True
2025-06-17,L7,Decathlon,Quechua Hiking Upper,INS_14,ljepilo vidljivo,minor,pass,final,50,True
2025-04-22,L3,Nike,Vaporfly Engineered Mesh,INS_06,boja odstupa,major,rework,final,24,False
2025-08-12,L3,Nike,Pegasus 3D Knit Collar,INS_06,boja odstupa,major,rework,customer_return,51,False
2025-09-17,L7,Decathlon,Kalenji Trail Sole Unit,INS_11,šav neravnomjeran,major,rework,final,42,True
2025-06-30,L8,Nike,Vaporfly Engineered Mesh,INS_13,dimenzija van tolerancije,major,scrap,inline,50,True
2025-07-04,L2,Decathlon,Kalenji Trail Sole Unit,INS_09,šav neravnomjeran,critical,scrap,customer_return,34,False
2025-10-15,L7,Decathlon,Quechua Hiking Upper,INS_10,materijal oštećen,minor,pass,inline,52,True
2025-11-03,L5,Crocs,LiteRide Insole Unit,INS_05,šav neravnomjeran,major,scrap,final,30,False
2025-11-06,L3,Nike,Air Max Flyknit Upper,INS_06,šav neravnomjeran,major,rework,final,30,False
2025-11-18,L5,Crocs,LiteRide Insole Unit,INS_12,ljepilo vidljivo,minor,pass,inline,57,True
2025-05-22,L1,Nike,Dunk Low Textile Upper,INS_04,ljepilo vidljivo,minor,scrap,incoming,54,True
2025-06-17,L6,Crocs,Classic Clog Strap Assembly,INS_02,šav neravnomjeran,critical,scrap,inline,62,False
2025-10-22,L2,Nike,Air Max Flyknit Upper,INS_10,boja odstupa,minor,rework,final,42,False
2025-12-15,L1,Nike,Air Max Flyknit Upper,INS_12,3D knit greška,minor,pass,final,52,True
2025-06-11,L6,Decathlon,Kalenji Trail Sole Unit,INS_09,ljepilo vidljivo,major,rework,incoming,47,True
2025-09-01,L6,Decathlon,Kiprun Carbon Plate,INS_01,ljepilo vidljivo,minor,scrap,inline,45,True
2025-05-20,L4,Crocs,Bayaband Slide Upper,INS_12,đon delaminacija,major,rework,final,48,True
2025-08-06,L6,Decathlon,Kiprun Carbon Plate,INS_15,boja odstupa,minor,pass,customer_return,35,True
2025-10-29,L7,Nike,Dunk Low Textile Upper,INS_09,šav neravnomjeran,minor,pass,final,37,False
2026-02-19,L2,Nike,Vaporfly Engineered Mesh,INS_03,šav neravnomjeran,minor,pass,inline,57,False
2025-10-16,L7,Crocs,LiteRide Insole Unit,INS_15,3D knit greška,minor,pass,final,60,True
2025-10-09,L7,Nike,Air Max Flyknit Upper,INS_09,dimenzija van tolerancije,critical,scrap,final,58,True
