material_id,material_name,category,supplier,country_origin,current_stock,reorder_point,lead_time_days,unit_price_eur,last_order_date,consumption_rate_daily,hs_code
MAT_0450,Round Laces 110cm Beige,Accessories,Zecchetto Accessori,IT,107,142,8,0.89,2025-12-06,95,560790
MAT_0451,Shoe Box 330x230 White M,Packaging,Karteks Banja Luka,BA,349,192,3,0.85,2026-01-01,344,481910
MAT_0452,Flyknit Yarn 2.0 Black M,Yarn,Toray Industries,JP,1081,608,41,17.38,2026-02-27,79,540233
MAT_0453,Flyknit Yarn 2.0 Black Slate,Yarn,Toray Industries,JP,457,214,38,22.17,2026-01-22,30,540233
MAT_0454,NFC Tag NTAG213 Rust,Accessories,NXP Semiconductors,NL,1239,655,13,0.54,2026-01-09,271,852352
MAT_0455,Metal Eyelets 8mm Nickel Ultra,Accessories,Global Trim,CN,1544,2964,43,0.11,2026-02-12,371,830890
MAT_0456,Polyester Mesh 300D Olive,Textile,Far Eastern Textile,TW,1147,652,40,3.27,2025-12-27,87,600632
MAT_0457,Polyester Mesh 300D HD,Textile,Far Eastern Textile,TW,1308,624,33,4.24,2026-02-15,101,600632
MAT_0458,TPU Film Clear 0.3mm Ivory,Film,Covestro AG,DE,93,63,9,9.17,2026-02-18,38,392062
MAT_0459,Polyester Mesh 300D Navy,Textile,Far Eastern Textile,TW,979,436,35,3.97,2025-12-18,67,600632
MAT_0460,Rubber Sole Sheet CR v2,Sole,Gomma Padana,IT,181,127,18,13.04,2025-12-29,38,400599
MAT_0461,TPU Film Clear 0.3mm Grey,Film,Covestro AG,DE,36,26,7,9.84,2025-12-15,20,392062
MAT_0462,Polyester Core Thread T-60 Pro,Thread,Coats Group,GB,113,105,14,6.59,2026-01-11,40,540710
MAT_0463,Flat Laces 120cm Grey,Accessories,Zecchetto Accessori,IT,652,261,12,1.0,2026-02-05,117,560790
MAT_0464,TPU Film Clear 0.3mm Narrow,Film,Covestro AG,DE,17,41,7,7.92,2025-12-03,31,392062
MAT_0465,Flat Laces 120cm Sand,Accessories,Zecchetto Accessori,IT,635,353,13,0.89,2025-12-29,146,560790
MAT_0466,Metal Eyelets 8mm Nickel Eco,Accessories,Global Trim,CN,10542,4511,45,0.11,2025-12-30,539,830890
MAT_0467,Metal Eyelets 8mm Nickel v2,Accessories,Global Trim,CN,7170,2932,34,0.11,2026-01-01,464,830890
MAT_0468,Flyknit Yarn 2.0 Black Plum,Yarn,Toray Industries,JP,535,289,50,21.73,2026-02-18,31,540233
MAT_0469,Flat Laces 120cm HD,Accessories,Zecchetto Accessori,IT,461,200,7,0.97,2026-02-23,154,560790
MAT_0470,PU Adhesive PU-400 Eco,Adhesive,Henkel AG,DE,46,26,9,16.43,2025-12-01,15,350691
MAT_0471,Flyknit Yarn 2.0 Red Eco,Yarn,Toray Industries,JP,428,284,42,20.32,2026-02-14,36,540233
MAT_0472,Flyknit Yarn 2.0 Black Olive,Yarn,Toray Industries,JP,2278,993,55,20.79,2026-02-25,97,540233
MAT_0473,Hot Melt HM-200 Lite,Adhesive,Henkel AG,DE,56,43,10,22.95,2026-01-09,23,350691
MAT_0474,Round Laces 110cm Cream,Accessories,Zecchetto Accessori,IT,553,256,11,0.94,2025-12-27,125,560790
MAT_0475,Round Laces 110cm Lite,Accessories,Zecchetto Accessori,IT,894,455,15,1.0,2025-12-19,163,560790
MAT_0476,Flyknit Yarn 2.0 Black HD,Yarn,Toray Industries,JP,637,648,45,20.97,2026-01-12,77,540233
MAT_0477,EVA Foam Sheet 8mm Eco,Foam,Foam Italia,IT,166,230,15,4.31,2026-02-18,82,391590
MAT_0478,NFC Tag NTAG213 Ultra,Accessories,NXP Semiconductors,NL,608,432,13,0.42,2026-01-17,179,852352
MAT_0479,NFC Tag NTAG213 Sand,Accessories,NXP Semiconductors,NL,363,251,8,0.46,2025-12-18,168,852352
MAT_0480,Metal Eyelets 8mm Nickel Cream,Accessories,Global Trim,CN,8437,3822,35,0.11,2025-12-17,588,830890
MAT_0481,Flyknit Yarn 2.0 Red Charcoal,Yarn,Toray Industries,JP,225,169,39,20.99,2026-01-31,23,540233
MAT_0482,Polyester Mesh 300D Slate,Textile,Far Eastern Textile,TW,809,412,38,4.32,2026-02-14,58,600632
MAT_0483,Flat Laces 120cm Beige,Accessories,Zecchetto Accessori,IT,633,281,7,1.02,2026-01-31,216,560790
MAT_0484,Polyester Mesh 150D Sand,Textile,Far Eastern Textile,TW,2010,886,43,3.09,2025-12-08,110,600632
MAT_0485,Polyester Core Thread T-60 v3,Thread,Coats Group,GB,370,164,20,6.29,2026-02-09,44,540710
MAT_0486,NFC Tag NTAG213 Plum,Accessories,NXP Semiconductors,NL,313,246,10,0.4,2025-12-29,132,852352
MAT_0487,TPU Film Matte 0.3mm Cream,Film,Covestro AG,DE,103,114,15,10.92,2026-02-05,41,392062
MAT_0488,Flyknit Yarn 2.0 Blue Grey,Yarn,Toray Industries,JP,522,367,50,16.92,2026-02-19,39,540233
MAT_0489,Flyknit Yarn 2.0 White Ivory,Yarn,Toray Industries,JP,661,513,39,16.06,2025-12-23,70,540233
MAT_0490,Flyknit Yarn 2.0 White v2,Yarn,Toray Industries,JP,1056,658,36,18.21,2026-02-06,98,540233
MAT_0491,NFC Tag NTAG213 Pro,Accessories,NXP Semiconductors,NL,1802,867,15,0.45,2025-12-13,311,852352
MAT_0492,Round Laces 110cm Moss,Accessories,Zecchetto Accessori,IT,1184,572,18,0.85,2025-12-19,171,560790
MAT_0493,Flyknit Yarn 2.0 Black Navy,Yarn,Toray Industries,JP,902,859,50,17.34,2026-01-07,92,540233
MAT_0494,Tissue Paper White 50x75 Eco,Packaging,Zhejiang Paper,CN,6719,2861,35,0.08,2026-02-06,440,480300
MAT_0495,Flyknit Yarn 2.0 Volt Beige,Yarn,Toray Industries,JP,647,585,52,16.54,2026-01-13,60,540233
MAT_0496,Flat Laces 120cm Pro,Accessories,Zecchetto Accessori,IT,168,291,8,0.75,2025-12-04,196,560790
MAT_0497,Flat Laces 120cm M,Accessories,Zecchetto Accessori,IT,1211,516,18,0.79,2026-02-10,154,560790
MAT_0498,Round Laces 110cm Pro,Accessories,Zecchetto Accessori,IT,132,296,15,0.83,2025-12-16,106,560790
MAT_0499,EVA Foam Sheet 8mm Lite,Foam,Foam Italia,IT,204,210,14,4.71,2026-02-16,80,391590
MAT_0500,Flyknit Yarn 2.0 White Coral,Yarn,Toray Industries,JP,1901,916,48,19.48,2025-12-06,102,540233
